Published_Airline_IATA_Code,landing_count,passenger_count,total_landed_weight,number_of_airplanes,total_cost_$m,fleet_age_average,fleet_age_distribution,published_airline_air_berlin,published_airline_air_canada,published_airline_air_china,published_airline_air_new_zealand,published_airline_alaska_airlines,published_airline_all_nippon_airways,published_airline_allegiant_air,published_airline_american_airlines,published_airline_asiana_airlines,published_airline_cathay_pacific,published_airline_china_airlines,published_airline_emirates,published_airline_etihad_airways,published_airline_frontier_airlines,published_airline_hawaiian_airlines,published_airline_japan_airlines,published_airline_jet_airways,published_airline_philippine_airlines,published_airline_qantas_airways,published_airline_singapore_airlines,published_airline_spirit_airlines,published_airline_thomas_cook_airlines,published_airline_turkish_airlines,published_airline_united_airlines,published_airline_virgin_america,geo_summary_domestic,geo_summary_international,price_category_code_low_fare,price_category_code_other,landing_aircraft_type_0.17855239944516121,landing_aircraft_type_0.6631465954645208,geo_region_asia,geo_region_australia_/_oceania,geo_region_canada,geo_region_europe,geo_region_middle_east,geo_region_us
AA,87.0,166577,23490000.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,1.0,35156,320000.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,1.0,36641,144000.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CA,23.0,6263,14490000.0,708.0,80232.0,7.581818181818182,4.652458271211893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
CI,27.0,13638,17982000.0,103.0,20948.0,6.733333333333334,5.547071299343465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
CX,17.0,11010,11322000.0,201.0,49647.0,12.459999999999999,7.22683271641949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
F9,28.0,19234,3458000.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
HA,31.0,7579,9920000.0,49.0,7681.0,12.266666666666666,7.523518680333913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
JL,50.0,9195,31500000.0,223.0,33411.0,11.018181818181818,6.584651574960999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
NH,31.0,6545,14260000.0,264.0,47564.0,9.777777777777779,7.835460704032945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
NZ,14.0,4998,8820000.0,105.0,11413.0,9.566666666666668,7.069559156458532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
OZ,4.0,5041,2664000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
PR,8.0,12828,3351040.0,81.0,12151.0,7.257142857142858,5.3297458172215375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
SQ,2.0,19211,1331600.0,147.0,38308.0,6.7875000000000005,4.563030791042287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
AA,62.0,162064,16740000.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,1.0,34878,171520.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,1.0,40431,129200.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CA,16.0,4204,10080000.0,708.0,80232.0,7.581818181818182,4.652458271211893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
CI,28.0,14610,18648000.0,103.0,20948.0,6.733333333333334,5.547071299343465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
JL,49.0,9296,30870000.0,223.0,33411.0,11.018181818181818,6.584651574960999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
NZ,13.0,4672,8190000.0,105.0,11413.0,9.566666666666668,7.069559156458532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
OZ,2.0,4099,1332000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
PR,5.0,12856,2094400.0,81.0,12151.0,7.257142857142858,5.3297458172215375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
AA,59.0,135043,15930000.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,3.0,24473,514560.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,13.0,31117,1679600.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CA,18.0,4416,11340000.0,708.0,80232.0,7.581818181818182,4.652458271211893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
CI,25.0,9154,16650000.0,103.0,20948.0,6.733333333333334,5.547071299343465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
F9,1.0,13426,126800.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
HA,30.0,7735,9600000.0,49.0,7681.0,12.266666666666666,7.523518680333913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
JL,48.0,7087,30240000.0,223.0,33411.0,11.018181818181818,6.584651574960999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
NH,30.0,5875,13800000.0,264.0,47564.0,9.777777777777779,7.835460704032945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
PR,10.0,8323,4188800.0,81.0,12151.0,7.257142857142858,5.3297458172215375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
SQ,30.0,15259,13771500.0,147.0,38308.0,6.7875000000000005,4.563030791042287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
AA,146.0,138090,45260000.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,4.0,22176,686080.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,2.0,29388,258400.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CA,17.0,4329,10710000.0,708.0,80232.0,7.581818181818182,4.652458271211893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
F9,144.0,12585,19368000.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
JL,47.0,7147,29610000.0,223.0,33411.0,11.018181818181818,6.584651574960999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
PR,15.0,11573,6283200.0,81.0,12151.0,7.257142857142858,5.3297458172215375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
AA,83.0,132066,22410000.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,1.0,18143,270100.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,10.0,31136,1463000.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CI,26.0,8954,17316000.0,103.0,20948.0,6.733333333333334,5.547071299343465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
CX,18.0,9990,11988000.0,201.0,49647.0,12.459999999999999,7.22683271641949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
F9,138.0,13080,18561000.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
NZ,1.0,4085,470000.0,105.0,11413.0,9.566666666666668,7.069559156458532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
OZ,6.0,4814,3996000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
AA,149.0,127085,46190000.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,5.0,19200,857600.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,5.0,27640,731500.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CX,16.0,9813,10656000.0,201.0,49647.0,12.459999999999999,7.22683271641949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
F9,145.0,12855,19502500.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
OZ,10.0,4768,6660000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
PR,7.0,7623,2932160.0,81.0,12151.0,7.257142857142858,5.3297458172215375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
AA,148.0,118267,45880000.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,1.0,18986,47000.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,9.0,28485,1162800.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CI,24.0,11773,15984000.0,103.0,20948.0,6.733333333333334,5.547071299343465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
CX,15.0,11455,9990000.0,201.0,49647.0,12.459999999999999,7.22683271641949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
JL,38.0,8755,23940000.0,223.0,33411.0,11.018181818181818,6.584651574960999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
NH,10.0,6629,5840000.0,264.0,47564.0,9.777777777777779,7.835460704032945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
NZ,1.0,6688,630000.0,105.0,11413.0,9.566666666666668,7.069559156458532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
PR,27.0,11503,17010000.0,81.0,12151.0,7.257142857142858,5.3297458172215375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
AA,109.0,102286,21582000.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,67.0,17679,9527400.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,19.0,25039,2454800.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CI,22.0,9050,14652000.0,103.0,20948.0,6.733333333333334,5.547071299343465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
CX,11.0,9418,7326000.0,201.0,49647.0,12.459999999999999,7.22683271641949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
F9,132.0,11945,17754000.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
HA,28.0,6369,8960000.0,49.0,7681.0,12.266666666666666,7.523518680333913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
NH,28.0,4580,12880000.0,264.0,47564.0,9.777777777777779,7.835460704032945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
OZ,16.0,4201,7360000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
PR,12.0,9974,7560000.0,81.0,12151.0,7.257142857142858,5.3297458172215375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
SQ,28.0,14183,12853400.0,147.0,38308.0,6.7875000000000005,4.563030791042287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
AA,89.0,125648,24030000.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,1.0,22960,272000.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,15.0,29808,2194500.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
NZ,26.0,7418,12220000.0,105.0,11413.0,9.566666666666668,7.069559156458532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
PR,15.0,10820,9450000.0,81.0,12151.0,7.257142857142858,5.3297458172215375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
QF,2.0,520,1274000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
AA,92.0,141121,24840000.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,3.0,22410,960000.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,6.0,31200,877800.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CA,20.0,4728,12600000.0,708.0,80232.0,7.581818181818182,4.652458271211893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
CX,13.0,11302,8658000.0,201.0,49647.0,12.459999999999999,7.22683271641949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
F9,143.0,16184,19233500.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
JL,41.0,7833,25830000.0,223.0,33411.0,11.018181818181818,6.584651574960999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
NH,10.0,5758,4600000.0,264.0,47564.0,9.777777777777779,7.835460704032945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
NZ,22.0,6172,10340000.0,105.0,11413.0,9.566666666666668,7.069559156458532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
OZ,9.0,4669,5994000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
PR,13.0,13143,5445362.0,81.0,12151.0,7.257142857142858,5.3297458172215375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
QF,4.0,3963,2548000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
SQ,30.0,16559,13771020.0,147.0,38308.0,6.7875000000000005,4.563030791042287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
AA,47.0,143526,12690000.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,42.0,24910,6993000.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,4.0,34839,484000.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
F9,175.0,19205,23537500.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
JL,45.0,7296,28350000.0,223.0,33411.0,11.018181818181818,6.584651574960999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
NH,31.0,5968,17174000.0,264.0,47564.0,9.777777777777779,7.835460704032945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
NK,7.0,714,897400.0,94.0,9238.0,5.233333333333333,4.58839114868527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
NZ,21.0,5324,9870000.0,105.0,11413.0,9.566666666666668,7.069559156458532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
OZ,12.0,4535,7992000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
PR,8.0,13012,3351200.0,81.0,12151.0,7.257142857142858,5.3297458172215375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
QF,1.0,3927,637000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
AA,142.0,150444,5864600.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,1.0,27485,278000.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,18.0,33527,2340000.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CA,22.0,5718,13860000.0,708.0,80232.0,7.581818181818182,4.652458271211893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
CI,29.0,10912,19314000.0,103.0,20948.0,6.733333333333334,5.547071299343465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
F9,3.0,17507,380400.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
JL,51.0,8612,32130000.0,223.0,33411.0,11.018181818181818,6.584651574960999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
NH,30.0,6758,16620000.0,264.0,47564.0,9.777777777777779,7.835460704032945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
NK,1.0,3183,161300.0,94.0,9238.0,5.233333333333333,4.58839114868527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
PR,5.0,10288,2094500.0,81.0,12151.0,7.257142857142858,5.3297458172215375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
QF,6.0,5415,3822000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
